Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
ETH,2020-09-15,373.5045266209,366.5649239094,384.7086626017,357.9141113629
ETH,2020-09-16,365.8433246496,377.4456461938,382.0639934031,362.7307765434
ETH,2020-09-17,367.4346465463,364.3129883513,373.7356222295,355.5369465471
ETH,2020-09-18,389.3184007746,365.5061959268,394.2224299943,363.8658284739
ETH,2020-09-19,382.9262672477,389.5977603471,392.6615703695,376.0762711272
ETH,2020-09-20,384.2505679659,384.6413320908,388.5075903656,377.5894374125
ETH,2020-09-21,367.3231536518,385.3986061648,385.5320542512,365.4523377946
ETH,2020-09-22,347.5680272914,371.1952363429,376.366820723,331.8381434834
ETH,2020-09-23,345.1418278286,340.45670978,346.8119138796,336.0199241659
ETH,2020-09-24,322.3349074502,344.3569918652,344.9397137778,320.3396714874
ETH,2020-09-25,348.9888398557,320.5545124651,350.7891132073,316.9143020253
ETH,2020-09-26,354.7818318623,348.9933377017,357.9465076284,338.369065255
ETH,2020-09-27,354.0452726273,352.0351311687,356.1357380921,346.3049388179
ETH,2020-09-28,354.9380677088,354.1211199622,362.1249606025,347.3860775081
ETH,2020-09-29,361.7481129229,357.5575086745,368.0385349614,355.1668873842
ETH,2020-09-30,357.3310057778,353.8336713792,359.5173126641,350.5193815288
ETH,2020-10-01,358.7399606682,359.8496345618,360.0293783598,351.6408428663
ETH,2020-10-02,352.0332681871,359.8348106589,369.7003047679,345.8640897696
ETH,2020-10-03,345.3998475591,353.172226906,354.5845005115,334.6079929849
ETH,2020-10-04,347.1718312811,345.8401300586,351.3453579637,344.0512501826
ETH,2020-10-05,351.6400320431,346.4838160306,354.4595269385,344.5204437807
ETH,2020-10-06,352.6185940994,352.4946648969,355.9014498106,348.9764401241
ETH,2020-10-07,340.3481830382,353.67262527,355.0497407236,337.3175474395
ETH,2020-10-08,339.378314508,340.7065978779,342.841434006,333.3949184329
ETH,2020-10-09,350.9546298469,341.6884014535,353.4101596327,334.5350818426
ETH,2020-10-10,364.3294014957,351.1428032145,366.4276936238,347.8786230018
ETH,2020-10-11,374.6844228802,365.353470781,378.3953624489,365.0738754122
ETH,2020-10-12,372.7678333626,370.533240317,377.2714889649,369.3970745206
ETH,2020-10-13,393.1071990064,374.2830969979,395.1461645663,366.0302479883
ETH,2020-10-14,381.6256168546,386.6361778913,387.5646789469,375.4684449683
ETH,2020-10-15,376.469523739,381.4181658591,387.6164691015,373.78576448
ETH,2020-10-16,378.2395134365,379.2418371556,381.6665176824,370.4875966436
ETH,2020-10-17,367.1522802856,377.9188744498,379.8437954375,361.8544787209
ETH,2020-10-18,368.2368438997,365.8071694125,370.5878406401,363.8392701602
ETH,2020-10-19,376.5122024722,368.5987227075,377.044117339,367.5809454347
ETH,2020-10-20,379.6604736902,378.5203218879,384.3827696498,373.1047003725
ETH,2020-10-21,368.8607245558,379.3842502619,380.2004581402,365.7933894396
ETH,2020-10-22,398.0277214424,368.7926553011,399.2807237679,368.1165780078
ETH,2020-10-23,417.6331816271,390.9355571625,421.0802338286,390.8096160555
ETH,2020-10-24,408.2428390432,414.3409245152,419.4431613648,401.7775637098
ETH,2020-10-25,411.2159945412,409.3147393841,416.7616331988,407.2548755499
ETH,2020-10-26,405.3954328773,412.2438858016,417.2895027911,403.5020605831
ETH,2020-10-27,391.4164092636,406.1713381468,411.2792300824,382.9156954125
ETH,2020-10-28,404.4218331907,393.1437710621,410.2374750332,390.3860087712
ETH,2020-10-29,388.156443591,403.7494182145,408.8584847878,380.8121696544
ETH,2020-10-30,386.0911828108,388.5708362302,394.2767962589,381.3309515284
ETH,2020-10-31,383.6848623179,387.3930168237,391.9973778183,373.9042010729
ETH,2020-11-01,388.4387980726,382.9710577129,394.0118598584,380.8602152182
ETH,2020-11-02,395.9961821947,387.0036018944,397.9808039258,385.3427554139
ETH,2020-11-03,384.8347474569,396.8552431641,404.3271399821,380.2793028479
ETH,2020-11-04,386.4908987246,383.4622242763,388.7982212404,370.8209401278
ETH,2020-11-05,403.2778485673,387.6912119415,408.4852586842,377.236029578
ETH,2020-11-06,416.5114824325,402.8688891767,418.364352665,396.8378898723
ETH,2020-11-07,453.0308238119,417.1117896508,455.7459967296,415.347261476
ETH,2020-11-08,435.8613367687,456.5943490653,467.129720405,424.1021300243
ETH,2020-11-09,454.5517448714,435.2051014325,460.3215720785,432.1963621829
ETH,2020-11-10,443.6204255251,454.5219418457,458.9971288896,434.9151482693
ETH,2020-11-11,453.3189964868,444.3862703221,454.8977538303,439.505494624
ETH,2020-11-12,466.5282281386,450.9313581428,475.3506559267,449.9929482499
ETH,2020-11-13,462.6719472046,463.6832775071,470.0881946814,452.7697620723
ETH,2020-11-14,477.3388766,462.7853206814,478.0446460812,457.9437253674
ETH,2020-11-15,460.4664980993,476.6831147867,477.6426408326,452.4289586943
ETH,2020-11-16,445.8941417724,461.0909844624,463.0037636025,440.6335141071
ETH,2020-11-17,461.0623567875,448.5349296131,466.1083053386,446.063984327
ETH,2020-11-18,480.9909845258,460.7228217885,484.3645520778,460.1346412407
ETH,2020-11-19,478.4043731714,482.4939844009,494.9439357123,463.9273540938
ETH,2020-11-20,473.5739180278,478.6527985815,480.709334196,465.1636691455
ETH,2020-11-21,507.6303417383,471.7860558439,514.221751688,471.1101469385
ETH,2020-11-22,539.5625939862,510.2747411104,546.4642794644,502.9805167363
ETH,2020-11-23,578.4629743172,551.6192567479,580.6223011122,519.7505671751
ETH,2020-11-24,609.1437148653,559.5830076096,609.1437148653,549.8127614688
ETH,2020-11-25,601.5316453167,608.7463569336,621.5286333284,588.8837378354
ETH,2020-11-26,567.7759673023,604.705926739,605.7029785422,566.3867227123
ETH,2020-11-27,520.8333184304,569.4581751107,577.0378195075,483.007027258
ETH,2020-11-28,515.534223743,520.7730274267,531.4154752097,494.5006644438
ETH,2020-11-29,546.0136418149,519.2584466466,548.8953750687,507.7297432975
ETH,2020-11-30,567.6815131103,538.2604872219,569.3976100583,531.3142823642
ETH,2020-12-01,605.7631371389,576.5860413787,614.6266532435,571.3081036633
ETH,2020-12-02,593.659257549,616.1313958111,636.5392368577,565.0378650624
ETH,2020-12-03,598.263646643,586.3340636199,605.0412027634,576.2984934419
ETH,2020-12-04,615.4088784506,597.4416899612,623.6678375908,586.677004915
ETH,2020-12-05,575.59260015,616.4559518853,620.4348431109,575.5909776623
ETH,2020-12-06,592.4092013487,567.7926882709,597.8354718141,561.3171163022
ETH,2020-12-07,592.6159236652,597.2541013093,607.6525187089,585.7414675486
ETH,2020-12-08,589.6630189512,602.0731383673,603.417174447,584.7879655561
ETH,2020-12-09,563.4373127342,591.5291823221,595.1076415852,562.0377530105
ETH,2020-12-10,574.9030707023,554.7605900944,577.872293187,530.2426458197
ETH,2020-12-11,564.3938574746,573.5967900987,575.7329880784,547.9653401783
ETH,2020-12-12,550.3806474355,559.0802880986,560.6747558898,536.0356741643
ETH,2020-12-13,573.008347948,544.4423824451,574.1048248312,543.3781014138
ETH,2020-12-14,586.321236258,568.4810073729,594.6632217917,564.0155657962
ETH,2020-12-15,587.3035383071,590.4910667964,591.1771645667,575.829119238
ETH,2020-12-16,588.2978961456,586.0840297305,596.7421049057,579.4358216546
ETH,2020-12-17,632.2912858311,588.9026170173,635.3961853634,581.2134698951
ETH,2020-12-18,645.0753045133,637.6940034928,676.2031787443,626.6179551309
ETH,2020-12-19,652.1960225924,643.2014316444,664.2314679206,629.8110263089
ETH,2020-12-20,663.5523430029,654.3642072,669.7860292563,646.367457958
ETH,2020-12-21,635.5837928886,658.211908949,660.7536081422,621.0507683078
ETH,2020-12-22,617.2544032218,638.3338196217,647.9475759746,596.4543684155
ETH,2020-12-23,623.443202693,607.9840448325,634.2480702092,588.1447681466
ETH,2020-12-24,584.5174190516,636.1356521635,637.5411589316,552.0400762167
ETH,2020-12-25,612.5741966765,585.3712486661,613.1704137925,565.7184738674
ETH,2020-12-26,621.6166902622,612.3523821016,633.6035991333,604.6746441664
ETH,2020-12-27,633.9198224178,626.9066385093,651.7661420113,615.5113241018
ETH,2020-12-28,681.2794850106,636.1804971152,714.1125443276,624.7611410159
ETH,2020-12-29,726.1045863344,683.2768616258,746.8759137752,680.2064722333
ETH,2020-12-30,724.5759621528,729.3536883733,739.2383279943,689.1946052616
ETH,2020-12-31,746.0625172683,731.078525788,757.8177542677,717.6850966895
ETH,2021-01-01,741.1184042851,752.3224744953,755.3124653926,724.4313993297
ETH,2021-01-02,730.0351684102,736.7099217033,749.0597988487,721.9209813522
ETH,2021-01-03,771.4757566597,729.7325671355,784.5060312161,716.2258855237
ETH,2021-01-04,976.8926808393,771.7942283706,989.551795499,765.723863603
ETH,2021-01-05,1017.8623988981,971.6427188823,1151.0693893,890.4738063562
ETH,2021-01-06,1123.1628410718,1041.4960000123,1126.8707718668,980.2780636348
ETH,2021-01-07,1193.5715202415,1101.9035692061,1210.541549465,1059.1474753692
ETH,2021-01-08,1251.0492101183,1209.686756372,1287.692633766,1160.9034027609
ETH,2021-01-09,1208.5799785678,1223.8425646029,1273.60307923,1069.0835565634
ETH,2021-01-10,1287.4841438663,1215.225473042,1302.2222880109,1171.7174976493
ETH,2021-01-11,1281.9976614145,1275.4515448761,1344.6138305963,1161.8346835687
ETH,2021-01-12,1055.8909250422,1253.2708043946,1257.7032600614,912.3281017097
ETH,2021-01-13,1064.2012838901,1087.6746225362,1149.7556812757,1007.5698275053
ETH,2021-01-14,1116.4340868185,1050.8308074089,1136.8125418526,989.8557858136
ETH,2021-01-15,1177.3442448293,1129.6916767608,1245.1143856046,1087.8991567728
ETH,2021-01-16,1171.3958830887,1230.9664858131,1254.4915101784,1071.7724200572
ETH,2021-01-17,1227.0870408156,1168.9245438283,1292.5577521532,1153.1230095731
ETH,2021-01-18,1252.9981581457,1228.3771635037,1268.6658907132,1167.1058927446
ETH,2021-01-19,1238.6455042902,1233.2153850116,1255.736007179,1189.3554541822
ETH,2021-01-20,1411.8339394749,1258.8308727002,1439.3277249001,1252.6486805552
ETH,2021-01-21,1332.6425126838,1367.6633550492,1407.4379307123,1236.7450253429
ETH,2021-01-22,1117.4836784751,1377.5028825258,1388.918842536,1086.0370263545
ETH,2021-01-23,1250.7151664476,1111.2649463623,1275.9558118998,1044.2166271905
ETH,2021-01-24,1235.091639789,1234.5621175427,1274.1911589651,1198.3501194273
ETH,2021-01-25,1368.8956047745,1234.3390013843,1370.1538190218,1221.6730103371
ETH,2021-01-26,1324.8584871299,1393.7109740444,1461.6492677047,1295.5899665958
ETH,2021-01-27,1350.7369555572,1318.39283584,1378.6156149156,1249.4702271129
ETH,2021-01-28,1247.6565556826,1367.5546270094,1373.9531012597,1209.3260137241
ETH,2021-01-29,1354.96039384,1241.7860374951,1361.0169749852,1220.7835674778
ETH,2021-01-30,1407.6817902673,1331.2338482195,1439.7233465199,1288.1300932031
ETH,2021-01-31,1385.498675211,1380.0117732689,1406.6202566072,1329.2030581509
ETH,2021-02-01,1315.243744537,1379.3260347962,1381.6806609607,1283.9226938994
ETH,2021-02-02,1357.0479899865,1314.4190185241,1364.2774907694,1271.9882885825
ETH,2021-02-03,1540.6512876256,1374.4827977797,1549.0337027754,1361.9352112887
ETH,2021-02-04,1644.6859673423,1513.8096086686,1650.3884716015,1510.6196752147
ETH,2021-02-05,1628.4680083886,1665.8928048334,1697.1071828523,1558.5836890519
ETH,2021-02-06,1704.8323001183,1596.9919341709,1761.3547795399,1592.8548347821
ETH,2021-02-07,1708.7282991033,1720.1098276851,1743.5919210664,1647.8198010308
ETH,2021-02-08,1584.68192312,1678.5881497557,1694.6962757031,1493.6428829531
ETH,2021-02-09,1714.8760437,1614.2452653941,1776.470982585,1566.1814939035
ETH,2021-02-10,1762.2683020123,1752.2560887496,1824.58681442,1710.0775187641
ETH,2021-02-11,1747.1977271685,1772.1119761449,1839.3936492133,1693.0255858427
ETH,2021-02-12,1781.5847291302,1743.124852908,1816.9260592408,1706.1661803532
ETH,2021-02-13,1845.8201487353,1787.2889192843,1862.1326646879,1741.4001583529
ETH,2021-02-14,1811.2688742943,1844.3205129455,1872.5229306021,1767.9687728067
ETH,2021-02-15,1828.0926556783,1817.9708255067,1851.5335830585,1787.8350569117
ETH,2021-02-16,1787.1229409878,1803.0805254581,1835.8135476457,1664.8394755679
ETH,2021-02-17,1763.7516712651,1779.9199791489,1827.0446000358,1727.548555444
ETH,2021-02-18,1835.9914626743,1783.3536180109,1856.1865263106,1736.902292684
ETH,2021-02-19,1936.7152857294,1850.4700031321,1950.6923854875,1850.3722706313
ETH,2021-02-20,1958.7391904297,1940.3453753546,1973.5434860951,1893.209005501
ETH,2021-02-21,1855.2648413078,1956.1093530953,2036.5546878264,1812.1297581179
ETH,2021-02-22,1913.8002838917,1915.1484047963,1976.0016374911,1885.5584368965
ETH,2021-02-23,1782.1495911944,1934.5909578061,1937.027622115,1546.5312073478
ETH,2021-02-24,1546.6229610737,1778.3928145485,1781.7648769693,1361.5913116192
ETH,2021-02-25,1589.2668006007,1578.2292612042,1715.1315873978,1501.4692901281
ETH,2021-02-26,1524.1806061529,1625.7187678613,1672.5992935701,1500.9203360234
ETH,2021-02-27,1435.7244181925,1483.1639414019,1563.2639513907,1402.7606643416
ETH,2021-02-28,1495.812837494,1445.3511513752,1527.5463555583,1439.9360611903
ETH,2021-03-01,1412.7131887857,1461.1072374866,1470.8625141182,1303.3305059859
ETH,2021-03-02,1555.8447802536,1421.7298613257,1565.393172148,1412.9352310188
ETH,2021-03-03,1483.9120430764,1571.0823653533,1603.538082805,1458.2079512593
ETH,2021-03-04,1593.87899763,1489.5160971805,1653.203487787,1478.7910368521
ETH,2021-03-05,1528.5683097828,1569.9435700836,1624.9801986556,1508.2879121075
ETH,2021-03-06,1543.5683862909,1540.3625483969,1549.1366228473,1444.9536646875
ETH,2021-03-07,1658.8123184002,1529.8408551208,1668.8612654724,1514.7848597658
ETH,2021-03-08,1681.9917947622,1650.9386921003,1695.2060773322,1631.8423418294
ETH,2021-03-09,1782.4868586483,1726.4259762108,1795.3772728454,1668.5448702225
ETH,2021-03-10,1834.6652773466,1833.0535704937,1857.9494561355,1802.1171972382
ETH,2021-03-11,1829.3913235136,1871.9681973295,1878.4979521679,1764.2671363992
ETH,2021-03-12,1822.2317968982,1796.4673269041,1847.3304971959,1726.6915316775
ETH,2021-03-13,1762.2335996562,1827.1797830198,1842.4749540088,1722.7581916294
ETH,2021-03-14,1905.9466708556,1766.6939512109,1936.3226212135,1729.183153458
ETH,2021-03-15,1880.7561142354,1914.8152993398,1924.5684851409,1835.9954149997
ETH,2021-03-16,1789.8440534586,1847.4205702922,1889.7473530839,1737.1588370573
ETH,2021-03-17,1797.8202646051,1795.3613351698,1820.0390641219,1715.664835819
ETH,2021-03-18,1815.7424004952,1805.4800666668,1835.4145162334,1743.7056692341
ETH,2021-03-19,1790.5287290004,1822.4018270872,1849.8263246317,1760.9381574755
ETH,2021-03-20,1819.5551488499,1776.6476675714,1841.0175597539,1735.7254247616
ETH,2021-03-21,1833.745116795,1811.9385661454,1870.0847110358,1803.8837767076
ETH,2021-03-22,1798.8897051251,1807.3548009625,1818.7724844345,1750.7809907775
ETH,2021-03-23,1684.4615704989,1784.119386526,1806.5598574913,1658.9249628257
ETH,2021-03-24,1677.3997094293,1682.9827177716,1722.2969340566,1653.2294126508
ETH,2021-03-25,1592.2323707381,1669.1645595169,1740.5798760258,1548.0577709089
ETH,2021-03-26,1598.2561459368,1583.3947384826,1621.5965348485,1550.2956860288
ETH,2021-03-27,1681.9055387468,1587.2344153964,1696.3262684098,1587.1630837738
ETH,2021-03-28,1722.4718612491,1700.0813899588,1732.3303222895,1669.8251098334
ETH,2021-03-29,1676.3570868781,1713.3386238371,1725.7278299536,1662.9488340658
ETH,2021-03-30,1809.0688833594,1687.1789610226,1839.8005568881,1678.1089319959
ETH,2021-03-31,1841.7557639612,1816.2410826747,1860.0217366209,1787.3647868596
ETH,2021-04-01,1913.851918614,1842.699974292,1947.3556376949,1773.1823380941
ETH,2021-04-02,1968.1667128324,1919.1623035077,1983.4506630735,1888.6410474088
ETH,2021-04-03,2096.5905056962,1968.074621212,2102.1718121175,1950.0066632197
ETH,2021-04-04,2036.7518967658,2133.6128896764,2137.402747669,2004.6928828906
ETH,2021-04-05,2067.5147852089,2011.488248889,2093.7689477643,1983.9925356363
ETH,2021-04-06,2114.1439392315,2076.9769703868,2129.8714520031,2005.4618616129
ETH,2021-04-07,2117.5958108286,2107.4649993634,2151.2542487619,2045.3981058766
ETH,2021-04-08,2011.5504260806,2113.3742316348,2129.3914584458,1933.9071226333
ETH,2021-04-09,2069.660876338,1964.6033762581,2076.8113842204,1950.8914647371
ETH,2021-04-10,2070.601411041,2081.3857854027,2100.2333978021,2050.166955436
ETH,2021-04-11,2118.7059924048,2067.6584243107,2190.7092711711,2059.1617438466
ETH,2021-04-12,2137.0958672385,2133.3263675309,2164.1317975,2111.8299026016
ETH,2021-04-13,2144.4204637437,2151.4067715514,2199.8678801696,2103.671604266
ETH,2021-04-14,2280.9078630653,2137.2770470089,2315.936260515,2135.7268702877
ETH,2021-04-15,2427.8050868766,2299.0545071039,2438.9820496353,2282.7455765206
ETH,2021-04-16,2538.0625778344,2432.6930179144,2542.4273568582,2401.6381877396
ETH,2021-04-17,2438.4295943481,2516.3931678179,2541.5489656186,2328.8307180376
ETH,2021-04-18,2374.755809849,2426.476182434,2495.9216094439,2320.2850168398
ETH,2021-04-19,2249.0086956254,2323.3844151805,2344.3695980676,1978.2242471669
ETH,2021-04-20,2201.6483511822,2242.321493472,2278.9213763161,2086.2029451837
ETH,2021-04-21,2329.1773316843,2164.4719607254,2348.5936136231,2056.2511401256
ETH,2021-04-22,2365.5466472092,2333.2349689901,2470.5075127358,2240.7964866808
ETH,2021-04-23,2424.2205214138,2358.3307230314,2645.141826981,2305.7795403965
ETH,2021-04-24,2329.0314833535,2400.1871252625,2441.9569665034,2107.2913726472
ETH,2021-04-25,2271.378121535,2371.5474681884,2372.6390279134,2172.4091466546
ETH,2021-04-26,2276.2280187885,2219.5625181604,2361.7462351617,2169.992059686
ETH,2021-04-27,2515.3095038267,2323.5880412371,2543.4765692276,2307.7168538942
ETH,2021-04-28,2624.3557189947,2534.8911547491,2683.3023428345,2485.4151824697
ETH,2021-04-29,2726.1520318035,2668.8363944373,2763.0208474853,2563.8179880373
ETH,2021-04-30,2760.3349559568,2750.4995848315,2797.02416887,2676.2941652286
ETH,2021-05-01,2751.8717637673,2759.2553611558,2801.3380550741,2728.4684820646
ETH,2021-05-02,2943.1760512939,2774.4351009203,2949.8953341296,2756.9024280481
ETH,2021-05-03,2941.1423331647,2946.2207338561,2985.3174543951,2856.3399334689
ETH,2021-05-04,3393.3273810235,2952.6361959319,3398.2022053087,2952.5721735204
ETH,2021-05-05,3266.4455483605,3433.2022853452,3530.3866284976,3174.547411456
ETH,2021-05-06,3495.9683427626,3242.6972677484,3520.5687156873,3213.386842006
ETH,2021-05-07,3541.9305747705,3526.1280716724,3605.4984362179,3381.0131158151
ETH,2021-05-08,3445.4267389274,3492.1575427475,3589.9008622991,3361.4365362292
ETH,2021-05-09,3882.8052599473,3486.4400126066,3962.1183297692,3456.990602582
ETH,2021-05-10,3896.3218856174,3917.3819059065,3989.9003451667,3750.8201261028
ETH,2021-05-11,3998.9132149877,3928.3513379535,4213.4590629869,3668.9664808106
ETH,2021-05-12,4132.7575457957,3951.9892448369,4158.6644661496,3778.887091335
ETH,2021-05-13,4076.9597105759,4179.9317431649,4382.7258342572,3940.061710986
