datetime_eth,closingPrice,ARIMA,Error,datetime_eth,Error_pred,ARIMA_LSTM
2021-06-15,0.25601199999999996,0.10022172264148967,0.1557902773585103,2021-06-15,0.14575739,0.2459791146903254
2021-06-16,0.25579,0.10037603301884804,0.15541396698115198,2021-06-16,0.13673937,0.23711540622594032
2021-06-17,0.238713,0.10053034339620641,0.13818265660379359,2021-06-17,0.12860075,0.22913108978941016
2021-06-18,0.234291,0.10068465377356478,0.13360634622643522,2021-06-18,0.12173963,0.2224242871549315
2021-06-19,0.220833,0.10083896415092315,0.11999403584907685,2021-06-19,0.12226214,0.22310110674955214
2021-06-20,0.21814099999999997,0.10099327452828152,0.11714772547171845,2021-06-20,0.10984034,0.2108336154406236
2021-06-21,0.225809,0.1011475849056399,0.12466141509436011,2021-06-21,0.09600043,0.19714801787377956
2021-06-22,0.188084,0.10130189528299827,0.08678210471700173,2021-06-22,0.08938233,0.19068422337605018
2021-06-23,0.187726,0.10145620566035664,0.08626979433964337,2021-06-23,0.0931295,0.19458570640708361
2021-06-24,0.194937,0.10161051603771501,0.09332648396228499,2021-06-24,0.09051018,0.19212069812036806
2021-06-25,0.198072,0.10176482641507338,0.09630717358492662,2021-06-25,0.08514333,0.1869081541280861
2021-06-26,0.183068,0.10191913679243175,0.08114886320756826,2021-06-26,0.09019093,0.1921100689470872
